tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-M020,Brisbane,Hard,32,A,20180101,283,106378,,,Kyle Edmund,R,,GBR,22.9815195072,133430,,,Denis Shapovalov,L,,CAN,18.7159479808,6-7(5) 7-6(4) 6-4,3,R32,150.0,5.0,5.0,113.0,65.0,54.0,29.0,17.0,5.0,6.0,18.0,5.0,100.0,62.0,54.0,18.0,17.0,1.0,3.0,50.0,992.0,51.0,981.0
2018-M020,Brisbane,Hard,32,A,20180101,284,105357,,WC,John Millman,R,183.0,AUS,28.5503080082,105166,,Q,Peter Polansky,R,180.0,CAN,29.5468856947,7-6(4) 6-0,3,R32,95.0,8.0,0.0,57.0,37.0,27.0,17.0,9.0,1.0,1.0,1.0,1.0,74.0,43.0,24.0,17.0,9.0,7.0,10.0,128.0,436.0,137.0,404.0
2018-M020,Brisbane,Hard,32,A,20180101,286,105992,,,Ryan Harrison,R,183.0,USA,25.6536618754,105870,,LL,Yannick Hanfmann,U,,GER,26.135523614,6-7(5) 6-4 6-2,3,R16,145.0,19.0,5.0,96.0,54.0,43.0,23.0,15.0,8.0,9.0,5.0,5.0,115.0,68.0,50.0,17.0,15.0,7.0,11.0,47.0,1010.0,119.0,499.0
2018-M020,Brisbane,Hard,32,A,20180101,287,104797,,,Denis Istomin,R,188.0,UZB,31.318275154,111577,,,Jared Donaldson,R,,USA,21.2292950034,7-6(5) 6-2,3,R16,91.0,6.0,1.0,63.0,45.0,35.0,8.0,10.0,5.0,7.0,4.0,9.0,72.0,35.0,26.0,15.0,10.0,5.0,9.0,63.0,809.0,54.0,890.0
2018-M020,Brisbane,Hard,32,A,20180101,288,200282,,WC,Alex De Minaur,R,,AUS,18.8720054757,105683,4.0,,Milos Raonic,R,196.0,CAN,27.0143737166,6-4 6-4,3,R16,94.0,5.0,0.0,67.0,41.0,29.0,16.0,10.0,5.0,6.0,9.0,4.0,63.0,38.0,26.0,13.0,10.0,7.0,10.0,208.0,245.0,24.0,1795.0
2018-M020,Brisbane,Hard,32,A,20180101,289,111581,,Q,Michael Mmoh,R,,USA,19.9753593429,104999,8.0,,Mischa Zverev,L,190.0,GER,30.3627652293,6-2 5-7 6-4,3,R16,152.0,12.0,3.0,111.0,67.0,48.0,22.0,15.0,6.0,8.0,11.0,3.0,83.0,50.0,37.0,17.0,15.0,4.0,8.0,175.0,299.0,33.0,1302.0
2018-M020,Brisbane,Hard,32,A,20180101,290,105238,,,Alexandr Dolgopolov,R,180.0,UKR,29.1498973306,104547,,,Horacio Zeballos,L,188.0,ARG,32.681724846,6-1 6-2,3,R16,64.0,9.0,2.0,51.0,33.0,25.0,10.0,7.0,4.0,4.0,2.0,2.0,49.0,28.0,15.0,7.0,8.0,2.0,7.0,38.0,1231.0,66.0,768.0
2018-M020,Brisbane,Hard,32,A,20180101,291,106401,3.0,,Nick Kyrgios,R,193.0,AUS,22.6830937714,105051,,,Matthew Ebden,R,188.0,AUS,30.0999315537,6-7(3) 7-6(5) 6-2,3,R16,132.0,13.0,2.0,100.0,62.0,53.0,21.0,16.0,2.0,2.0,11.0,2.0,105.0,78.0,58.0,16.0,16.0,5.0,7.0,21.0,2010.0,76.0,670.0
2018-M020,Brisbane,Hard,32,A,20180101,292,106378,,,Kyle Edmund,R,,GBR,22.9815195072,111202,,,Hyeon Chung,R,,KOR,21.620807666,7-6(3) 5-7 6-4,3,R16,158.0,12.0,3.0,102.0,66.0,54.0,16.0,17.0,1.0,3.0,11.0,1.0,109.0,75.0,51.0,20.0,17.0,6.0,8.0,50.0,992.0,58.0,844.0
2018-M020,Brisbane,Hard,32,A,20180101,293,105777,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6310746064,105357,,WC,John Millman,R,183.0,AUS,28.5503080082,4-6 7-6(8) 6-3,3,R16,155.0,6.0,5.0,113.0,65.0,51.0,22.0,16.0,4.0,7.0,5.0,1.0,101.0,67.0,46.0,18.0,15.0,3.0,6.0,3.0,5150.0,128.0,436.0
2018-M020,Brisbane,Hard,32,A,20180101,294,105992,,,Ryan Harrison,R,183.0,USA,25.6536618754,104797,,,Denis Istomin,R,188.0,UZB,31.318275154,7-6(6) 4-2 RET,3,QF,96.0,11.0,2.0,60.0,34.0,27.0,14.0,9.0,1.0,2.0,3.0,1.0,67.0,46.0,29.0,12.0,9.0,5.0,7.0,47.0,1010.0,63.0,809.0
2018-M020,Brisbane,Hard,32,A,20180101,295,200282,,WC,Alex De Minaur,R,,AUS,18.8720054757,111581,,Q,Michael Mmoh,R,,USA,19.9753593429,6-4 6-0,3,QF,74.0,6.0,1.0,46.0,23.0,18.0,17.0,8.0,3.0,3.0,3.0,5.0,51.0,29.0,18.0,8.0,8.0,3.0,7.0,208.0,245.0,175.0,299.0
2018-M020,Brisbane,Hard,32,A,20180101,296,106401,3.0,,Nick Kyrgios,R,193.0,AUS,22.6830937714,105238,,,Alexandr Dolgopolov,R,180.0,UKR,29.1498973306,1-6 6-3 6-4,3,QF,90.0,18.0,5.0,69.0,43.0,38.0,11.0,13.0,1.0,3.0,6.0,3.0,75.0,41.0,33.0,16.0,13.0,2.0,4.0,21.0,2010.0,38.0,1231.0
2018-M020,Brisbane,Hard,32,A,20180101,297,105777,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6310746064,106378,,,Kyle Edmund,R,,GBR,22.9815195072,6-3 6-7(3) 6-4,3,QF,145.0,12.0,9.0,103.0,65.0,54.0,18.0,16.0,2.0,2.0,6.0,1.0,89.0,53.0,39.0,23.0,15.0,4.0,6.0,3.0,5150.0,50.0,992.0
2018-M020,Brisbane,Hard,32,A,20180101,298,105992,,,Ryan Harrison,R,183.0,USA,25.6536618754,200282,,WC,Alex De Minaur,R,,AUS,18.8720054757,4-6 7-6(5) 6-4,3,SF,157.0,14.0,5.0,115.0,70.0,49.0,24.0,16.0,3.0,6.0,9.0,5.0,94.0,62.0,49.0,16.0,16.0,0.0,3.0,47.0,1010.0,208.0,245.0
2018-M020,Brisbane,Hard,32,A,20180101,299,106401,3.0,,Nick Kyrgios,R,193.0,AUS,22.6830937714,105777,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6310746064,3-6 6-1 6-4,3,SF,93.0,19.0,2.0,72.0,50.0,41.0,11.0,13.0,1.0,2.0,5.0,6.0,74.0,44.0,32.0,16.0,13.0,3.0,6.0,21.0,2010.0,3.0,5150.0
2018-M020,Brisbane,Hard,32,A,20180101,300,106401,3.0,,Nick Kyrgios,R,193.0,AUS,22.6830937714,105992,,,Ryan Harrison,R,183.0,USA,25.6536618754,6-4 6-2,3,F,73.0,17.0,1.0,56.0,40.0,33.0,9.0,9.0,5.0,5.0,8.0,3.0,58.0,32.0,22.0,12.0,9.0,4.0,7.0,21.0,2010.0,47.0,1010.0
2018-0451,Doha,Hard,32,A,20180101,270,106432,,,Borna Coric,R,,CRO,21.1307323751,105807,2.0,,Pablo Carreno Busta,R,188.0,ESP,26.4750171116,5-7 6-2 7-6(8),3,R32,161.0,13.0,4.0,115.0,80.0,56.0,15.0,16.0,7.0,11.0,3.0,2.0,110.0,73.0,45.0,19.0,16.0,6.0,11.0,48.0,1001.0,10.0,2615.0
2018-0451,Doha,Hard,32,A,20180101,271,105932,,,Nikoloz Basilashvili,R,185.0,GEO,25.8562628337,105341,,,Thomas Fabbiano,R,,ITA,28.6023271732,6-4 6-3,3,R32,76.0,0.0,1.0,61.0,45.0,28.0,10.0,10.0,4.0,6.0,1.0,1.0,55.0,36.0,18.0,11.0,9.0,5.0,9.0,59.0,826.0,73.0,701.0
2018-0451,Doha,Hard,32,A,20180101,272,126094,,,Andrey Rublev,R,,RUS,20.1998631075,105649,,,Cedrik Marcel Stebe,L,183.0,GER,27.2306639288,6-1 0-0 RET,3,R32,32.0,2.0,5.0,25.0,13.0,13.0,3.0,3.0,1.0,1.0,0.0,1.0,23.0,9.0,5.0,5.0,4.0,0.0,3.0,39.0,1229.0,82.0,651.0
2018-0451,Doha,Hard,32,A,20180101,273,104269,7.0,,Fernando Verdasco,L,188.0,ESP,34.1300479124,104534,,,Dudi Sela,R,175.0,ISR,32.7446954141,4-6 6-4 6-0,3,R32,110.0,6.0,6.0,90.0,57.0,35.0,13.0,13.0,9.0,15.0,1.0,4.0,82.0,49.0,23.0,12.0,13.0,7.0,16.0,35.0,1295.0,67.0,755.0
2018-0451,Doha,Hard,32,A,20180101,274,105550,,,Guido Pella,L,185.0,ARG,27.627652293,105077,4.0,,Albert Ramos,L,188.0,ESP,29.9575633128,2-6 7-5 7-5,3,R32,137.0,6.0,2.0,97.0,62.0,43.0,22.0,16.0,8.0,11.0,10.0,2.0,86.0,57.0,43.0,16.0,16.0,4.0,7.0,64.0,774.0,23.0,1845.0
2018-0451,Doha,Hard,32,A,20180101,275,105882,,Q,Stefano Travaglia,U,,ITA,26.0396988364,106325,,WC,Jabor Al Mutawa,U,,QAT,23.6167008898,6-1 6-2,3,R32,53.0,8.0,2.0,34.0,20.0,19.0,9.0,7.0,0.0,0.0,0.0,2.0,50.0,40.0,19.0,3.0,8.0,4.0,9.0,134.0,414.0,,
2018-0451,Doha,Hard,32,A,20180101,276,105806,,Q,Mirza Basic,R,,BIH,26.4750171116,104890,,PR,Andreas Haider Maurer,R,190.0,AUT,30.7816563997,6-4 6-3,3,R32,67.0,8.0,0.0,49.0,31.0,25.0,14.0,9.0,3.0,3.0,9.0,4.0,70.0,43.0,27.0,14.0,10.0,4.0,7.0,138.0,399.0,451.0,81.0
2018-0451,Doha,Hard,32,A,20180101,277,103852,8.0,,Feliciano Lopez,L,188.0,ESP,36.2819986311,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,34.5790554415,6-4 5-7 7-6(3),3,R32,151.0,23.0,4.0,113.0,67.0,51.0,26.0,17.0,12.0,13.0,9.0,2.0,111.0,66.0,46.0,29.0,17.0,3.0,4.0,36.0,1295.0,70.0,714.0
2018-0451,Doha,Hard,32,A,20180101,278,105376,,,Peter Gojowczyk,R,185.0,GER,28.4654346338,105936,6.0,,Filip Krajinovic,R,185.0,SRB,25.8453114305,6-4 6-1,3,R32,66.0,6.0,2.0,53.0,26.0,22.0,12.0,9.0,1.0,3.0,1.0,4.0,49.0,33.0,19.0,3.0,8.0,5.0,10.0,60.0,817.0,34.0,1298.0
2018-0451,Doha,Hard,32,A,20180101,279,126610,,Q,Matteo Berrettini,R,,ITA,21.7221081451,104678,,,Viktor Troicki,R,193.0,SRB,31.8904859685,4-6 7-6(5) 6-4,3,R32,139.0,12.0,2.0,96.0,55.0,45.0,19.0,16.0,2.0,5.0,6.0,3.0,122.0,94.0,64.0,12.0,16.0,10.0,13.0,135.0,410.0,55.0,880.0
2018-0451,Doha,Hard,32,A,20180101,280,104792,,WC,Gael Monfils,R,193.0,FRA,31.3347022587,103893,,,Paolo Lorenzi,R,183.0,ITA,36.0465434634,6-3 3-6 6-4,3,R32,110.0,7.0,6.0,88.0,57.0,44.0,12.0,14.0,5.0,8.0,3.0,3.0,78.0,50.0,35.0,12.0,14.0,3.0,7.0,46.0,1015.0,43.0,1095.0
2018-0451,Doha,Hard,32,A,20180101,281,105526,,,Jan Lennard Struff,R,,GER,27.6878850103,104607,3.0,,Tomas Berdych,R,196.0,CZE,32.2902121834,6-4 1-6 7-6(4),3,R32,128.0,8.0,6.0,95.0,53.0,43.0,17.0,14.0,2.0,5.0,9.0,2.0,96.0,58.0,49.0,16.0,15.0,5.0,7.0,53.0,898.0,19.0,2095.0
2018-0451,Doha,Hard,32,A,20180101,282,104755,5.0,,Richard Gasquet,R,185.0,FRA,31.5400410678,103607,,ALT,Victor Estrella,R,173.0,DOM,37.4154688569,6-0 6-2,3,R32,51.0,7.0,0.0,37.0,22.0,19.0,10.0,7.0,0.0,0.0,1.0,0.0,38.0,27.0,9.0,5.0,7.0,3.0,8.0,31.0,1375.0,83.0,648.0
2018-0451,Doha,Hard,32,A,20180101,283,126774,,Q,Stefanos Tsitsipas,R,,GRE,19.3894592745,104252,,,Florian Mayer,R,190.0,GER,34.2422997947,4-6 7-5 6-4,3,R32,120.0,10.0,0.0,84.0,52.0,43.0,14.0,16.0,2.0,5.0,0.0,1.0,106.0,63.0,45.0,20.0,16.0,7.0,11.0,91.0,606.0,69.0,718.0
2018-0451,Doha,Hard,32,A,20180101,284,105379,,,Aljaz Bedene,R,181.0,SLO,28.4572210815,104291,,WC,Malek Jaziri,R,185.0,TUN,33.9493497604,7-5 6-1,3,R32,83.0,9.0,0.0,50.0,29.0,25.0,9.0,9.0,2.0,4.0,2.0,5.0,74.0,47.0,27.0,8.0,10.0,5.0,11.0,49.0,993.0,98.0,580.0
2018-0451,Doha,Hard,32,A,20180101,285,106233,1.0,,Dominic Thiem,R,185.0,AUT,24.3285420945,105539,,,Evgeny Donskoy,R,185.0,RUS,27.6495550992,7-6(3) 6-3,3,R32,96.0,13.0,3.0,64.0,38.0,35.0,11.0,10.0,3.0,4.0,2.0,1.0,77.0,53.0,34.0,11.0,11.0,4.0,7.0,5.0,4015.0,72.0,704.0
2018-0451,Doha,Hard,32,A,20180101,286,106432,,,Borna Coric,R,,CRO,21.1307323751,105932,,,Nikoloz Basilashvili,R,185.0,GEO,25.8562628337,6-1 6-3,3,R16,74.0,3.0,1.0,55.0,39.0,28.0,8.0,8.0,2.0,3.0,3.0,3.0,59.0,35.0,15.0,12.0,8.0,6.0,11.0,48.0,1001.0,59.0,826.0
2018-0451,Doha,Hard,32,A,20180101,287,126094,,,Andrey Rublev,R,,RUS,20.1998631075,104269,7.0,,Fernando Verdasco,L,188.0,ESP,34.1300479124,6-4 3-6 6-4,3,R16,117.0,3.0,9.0,101.0,62.0,42.0,17.0,15.0,7.0,11.0,12.0,5.0,75.0,41.0,30.0,18.0,14.0,3.0,7.0,39.0,1229.0,35.0,1295.0
2018-0451,Doha,Hard,32,A,20180101,288,105550,,,Guido Pella,L,185.0,ARG,27.627652293,105882,,Q,Stefano Travaglia,U,,ITA,26.0396988364,7-6(4) 6-3,3,R16,95.0,2.0,1.0,60.0,43.0,31.0,11.0,10.0,4.0,6.0,9.0,2.0,79.0,42.0,30.0,13.0,11.0,4.0,8.0,64.0,774.0,134.0,414.0
2018-0451,Doha,Hard,32,A,20180101,289,105806,,Q,Mirza Basic,R,,BIH,26.4750171116,103852,8.0,,Feliciano Lopez,L,188.0,ESP,36.2819986311,6-4 7-6(2),3,R16,85.0,8.0,1.0,71.0,46.0,33.0,17.0,11.0,3.0,3.0,13.0,4.0,71.0,38.0,31.0,16.0,11.0,4.0,5.0,138.0,399.0,36.0,1295.0
2018-0451,Doha,Hard,32,A,20180101,290,105376,,,Peter Gojowczyk,R,185.0,GER,28.4654346338,126610,,Q,Matteo Berrettini,R,,ITA,21.7221081451,6-2 6-2,3,R16,51.0,2.0,0.0,38.0,22.0,19.0,13.0,8.0,0.0,0.0,3.0,2.0,50.0,30.0,17.0,8.0,8.0,2.0,6.0,60.0,817.0,135.0,410.0
2018-0451,Doha,Hard,32,A,20180101,291,104792,,WC,Gael Monfils,R,193.0,FRA,31.3347022587,105526,,,Jan Lennard Struff,R,,GER,27.6878850103,6-3 1-6 6-3,3,R16,80.0,3.0,5.0,68.0,40.0,32.0,16.0,13.0,1.0,3.0,5.0,3.0,65.0,38.0,27.0,18.0,12.0,5.0,7.0,46.0,1015.0,53.0,898.0
2018-0451,Doha,Hard,32,A,20180101,292,126774,,Q,Stefanos Tsitsipas,R,,GRE,19.3894592745,104755,5.0,,Richard Gasquet,R,185.0,FRA,31.5400410678,6-3 6-4,3,R16,71.0,4.0,2.0,59.0,36.0,31.0,11.0,10.0,0.0,0.0,2.0,0.0,56.0,42.0,27.0,9.0,9.0,1.0,3.0,91.0,606.0,31.0,1375.0
2018-0451,Doha,Hard,32,A,20180101,293,106233,1.0,,Dominic Thiem,R,185.0,AUT,24.3285420945,105379,,,Aljaz Bedene,R,181.0,SLO,28.4572210815,7-5 6-4,3,R16,106.0,9.0,3.0,66.0,42.0,33.0,12.0,11.0,2.0,3.0,1.0,1.0,96.0,57.0,37.0,17.0,11.0,12.0,15.0,5.0,4015.0,49.0,993.0
2018-0451,Doha,Hard,32,A,20180101,294,126094,,,Andrey Rublev,R,,RUS,20.1998631075,106432,,,Borna Coric,R,,CRO,21.1307323751,6-3 7-5,3,QF,90.0,2.0,8.0,67.0,37.0,32.0,13.0,11.0,1.0,2.0,6.0,2.0,62.0,43.0,28.0,7.0,10.0,1.0,4.0,39.0,1229.0,48.0,1001.0
2018-0451,Doha,Hard,32,A,20180101,295,105550,,,Guido Pella,L,185.0,ARG,27.627652293,105806,,Q,Mirza Basic,R,,BIH,26.4750171116,6-2 6-3,3,QF,66.0,7.0,1.0,54.0,44.0,34.0,6.0,9.0,2.0,2.0,3.0,1.0,48.0,34.0,23.0,6.0,8.0,4.0,7.0,64.0,774.0,138.0,399.0
2018-0451,Doha,Hard,32,A,20180101,296,104792,,WC,Gael Monfils,R,193.0,FRA,31.3347022587,105376,,,Peter Gojowczyk,R,185.0,GER,28.4654346338,6-3 7-6(6),3,QF,87.0,8.0,4.0,70.0,51.0,37.0,8.0,11.0,1.0,3.0,0.0,0.0,68.0,35.0,21.0,19.0,10.0,3.0,6.0,46.0,1015.0,60.0,817.0
2018-0451,Doha,Hard,32,A,20180101,297,106233,1.0,,Dominic Thiem,R,185.0,AUT,24.3285420945,126774,,Q,Stefanos Tsitsipas,R,,GRE,19.3894592745,7-5 6-4,3,QF,100.0,7.0,4.0,70.0,45.0,33.0,13.0,11.0,6.0,7.0,4.0,3.0,76.0,49.0,32.0,11.0,11.0,2.0,5.0,5.0,4015.0,91.0,606.0
2018-0451,Doha,Hard,32,A,20180101,298,126094,,,Andrey Rublev,R,,RUS,20.1998631075,105550,,,Guido Pella,L,185.0,ARG,27.627652293,6-2 4-6 7-6(2),3,SF,145.0,2.0,11.0,117.0,76.0,55.0,14.0,15.0,7.0,11.0,3.0,0.0,101.0,74.0,44.0,12.0,15.0,6.0,11.0,39.0,1229.0,64.0,774.0
2018-0451,Doha,Hard,32,A,20180101,299,104792,,WC,Gael Monfils,R,193.0,FRA,31.3347022587,106233,1.0,,Dominic Thiem,R,185.0,AUT,24.3285420945,W/O,3,SF,,,,,,,,,,,,,,,,,,,,46.0,1015.0,5.0,4015.0
2018-0451,Doha,Hard,32,A,20180101,300,104792,,WC,Gael Monfils,R,193.0,FRA,31.3347022587,126094,,,Andrey Rublev,R,,RUS,20.1998631075,6-2 6-3,3,F,60.0,,,,,,,,,,,,,,,,,,,46.0,1015.0,39.0,1229.0
2018-0891,Pune,Hard,32,A,20180101,271,106329,,Q,Thiago Monteiro,L,,BRA,23.5893223819,105074,,,Ruben Bemelmans,L,,BEL,29.9657768652,6-7(4) 6-3 7-6(8),3,R32,161.0,6.0,6.0,114.0,65.0,56.0,24.0,17.0,5.0,6.0,8.0,1.0,107.0,75.0,58.0,16.0,16.0,1.0,3.0,124.0,475.0,117.0,503.0
2018-0891,Pune,Hard,32,A,20180101,272,111513,,,Laslo Djere,R,,SRB,22.5845311431,105657,,,Marius Copil,R,193.0,ROU,27.2087611225,5-7 6-4 7-5,3,R32,145.0,8.0,8.0,96.0,56.0,45.0,17.0,17.0,3.0,6.0,9.0,8.0,108.0,53.0,42.0,23.0,17.0,2.0,6.0,88.0,612.0,93.0,601.0
2018-0891,Pune,Hard,32,A,20180101,273,105062,7.0,,Mikhail Kukushkin,R,183.0,KAZ,30.0177960301,105430,,,Radu Albot,R,,MDA,28.1396303901,6-2 7-6(4),3,R32,124.0,2.0,0.0,82.0,49.0,33.0,19.0,10.0,8.0,9.0,5.0,6.0,85.0,52.0,33.0,12.0,10.0,6.0,9.0,74.0,693.0,87.0,616.0
2018-0891,Pune,Hard,32,A,20180101,275,105916,,,Marton Fucsovics,R,,HUN,25.8973305955,106044,,,Nicolas Kicker,R,,ARG,25.3771389459,6-0 6-3,3,R32,55.0,2.0,0.0,36.0,26.0,21.0,7.0,7.0,0.0,0.0,2.0,2.0,49.0,27.0,12.0,11.0,8.0,4.0,9.0,85.0,630.0,95.0,590.0
2018-0891,Pune,Hard,32,A,20180101,276,111797,,,Nicolas Jarry,R,,CHI,22.2258726899,104665,,PR,Pablo Andujar,R,180.0,ESP,31.9397672827,6-7(4) 6-4 7-5,3,R32,150.0,9.0,5.0,105.0,63.0,48.0,24.0,17.0,5.0,7.0,4.0,5.0,109.0,68.0,47.0,24.0,17.0,5.0,9.0,113.0,523.0,1690.0,1.0
2018-0891,Pune,Hard,32,A,20180101,277,104898,5.0,,Robin Haase,R,190.0,NED,30.7405886379,104882,,,Blaz Kavcic,R,188.0,SLO,30.8281998631,7-6(6) 7-5,3,R32,120.0,7.0,3.0,80.0,49.0,35.0,15.0,12.0,2.0,5.0,1.0,2.0,85.0,50.0,29.0,16.0,12.0,8.0,12.0,42.0,1130.0,97.0,581.0
2018-0891,Pune,Hard,32,A,20180101,278,106120,,Q,Ricardo Ojeda Lara,U,,ESP,24.9308692676,106210,6.0,,Jiri Vesely,L,,CZE,24.4791238877,6-3 7-6(5),3,R32,99.0,3.0,0.0,80.0,57.0,40.0,13.0,11.0,2.0,3.0,15.0,9.0,73.0,46.0,31.0,12.0,10.0,6.0,8.0,198.0,260.0,62.0,815.0
2018-0891,Pune,Hard,32,A,20180101,279,125802,,Q,Ilya Ivashka,R,,BLR,23.8521560575,111576,,Q,Sumit Nagal,R,,IND,20.3778234086,6-3 6-3,3,R32,81.0,5.0,2.0,51.0,31.0,23.0,12.0,9.0,1.0,2.0,2.0,3.0,67.0,37.0,18.0,15.0,9.0,4.0,8.0,230.0,227.0,223.0,233.0
2018-0891,Pune,Hard,32,A,20180101,280,104468,,,Gilles Simon,R,183.0,FRA,33.0130047912,105815,,,Tennys Sandgren,R,,USA,26.4476386037,6-4 6-1,3,R32,76.0,2.0,2.0,58.0,33.0,19.0,14.0,9.0,2.0,4.0,1.0,2.0,46.0,24.0,14.0,6.0,8.0,4.0,9.0,89.0,610.0,96.0,583.0
2018-0891,Pune,Hard,32,A,20180101,282,105732,8.0,,Pierre Hugues Herbert,R,188.0,FRA,26.7926078029,106065,,,Marco Cecchinato,R,,ITA,25.2539356605,7-6(4) 6-7(6) 6-2,3,R32,144.0,11.0,7.0,118.0,76.0,57.0,19.0,16.0,9.0,11.0,5.0,4.0,109.0,72.0,48.0,18.0,16.0,2.0,6.0,81.0,652.0,109.0,543.0
2018-0891,Pune,Hard,32,A,20180101,283,106026,,,Yuki Bhambri,R,183.0,IND,25.4948665298,111459,,WC,Arjun Kadhe,R,,IND,23.9835728953,6-3 6-4,3,R32,75.0,2.0,0.0,48.0,34.0,22.0,10.0,9.0,0.0,2.0,5.0,5.0,66.0,41.0,25.0,8.0,10.0,4.0,9.0,118.0,499.0,610.0,45.0
